DISTRICT,101,DN_00,DN_01,DN_02,DN_03,DN_04,DN_05,DN_06,DN_07,DN_08,DN_09,DN_10,DN_11,DN_12,DN_13,DN_14,DN_15,DN_16,DN_17,DN_18,DN_19,DN_20,DN_21,DN_22,DN_23,DN_24,DN_25,DN_26,DN_27,DN_28,DN_29,DN_30,DN_31,DN_32,DN_33,DN_34,DN_35,DN_36,DN_37,DN_38,DN_39,DN_40,DN_41,DN_42,DN_43,DN_44,DN_45,DN_46,DN_47,DN_48,DN_49,DN_50,DN_51,DN_52,DN_53,DN_54,DN_55,DN_56,DN_57,DN_58,DN_59,DN_60,DN_61,DN_62,DN_63,mean,sum,Water,Evergreen Needleleaf forest,Evergreen Broadleaf forest,Deciduous Needleleaf forest,Deciduous Broadleaf forest,Mixed forest,Closed shrublands,Open shrublands,Woody savannas,Savannas,Grasslands,Permanent wetlands,Croplands,Urban and built-up,Cropland/Natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,MSL_1,MSL_2,MSL_3,MSW_1,MSW_2,MSW_3,CHH_1,CHH_2,CHH_3,FC_1,FC_2,FC_3,BF_1,BF_2,BF_3,EMP_1,EMP_2,EMP_3,asset_1,asset_2,asset_3
Lakhimpur,307,2320.8,0,0,0,314.03,132.37,40.06,20.53,14.94,10.07,5.98,2.29,3.91,4.54,1.43,3.29,1.59,0.9,2.57,2.31,0.72,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9103.29,2963109863,8,0.24,114,0,0,53.2,4.99,52,250,10.1,48.5,13.2,934,5.63,1370,0,17.9,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
Lakhisarai,227,1108.64,0,0,0,6.33,49.14,34.47,21.42,13.29,6.97,9.25,3,3.89,3,3.9,0.73,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7830.73,1099676986,0.47,0,0,0,9.46,39.8,0.46,3.35,51.7,0,3.55,0,1090,25.8,38.3,0,3.68,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Lakshadweep,587,605.48,0,0,0,20.95,19.84,7.44,2.74,1.71,1.33,2.55,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4529.24,307931758.9,640,0,0.37,0.28,0,0.21,0,0,0,0,0.15,20.5,0,0,0,0.18,1.69,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
Lalitpur,167,4415.64,0,0,0,200.26,205.16,47.39,35.08,25.42,16.92,12.92,12.63,9.37,11.47,5.44,7.64,5.54,3.09,1.47,0,1.55,0.73,2.93,1.47,0.81,0.81,3.83,0,0,0,0,0.81,0.73,1.47,3.01,0,0.81,0,0,0.73,2.36,0,2.36,0,0.81,0,0.73,1.64,0,0.73,0.81,0,0.9,0.73,0.81,0.81,0,0,0,0,0,0,0,0,8484.27,4733034112,113,0.19,2.47,0,35.1,15.6,15.7,3.62,417,0.06,14.5,3.88,4340,10.6,68.9,0,3.07,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Latehar,359,4033.19,0,0,0,19.79,65.62,40.69,18.73,15.36,10.44,8.78,4.85,4.51,4.59,2.21,1.64,0.74,2.38,0.82,2.21,1.48,1.64,0.82,1.56,0.74,0.82,1.64,1.65,0,0,1.65,0,1.48,0.74,0,0.74,0,0,0.74,1.48,0.82,0.82,0,0.74,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4344.09,2029067095,0,0,1.81,0,526,349,0.47,2.05,1510,2.77,1.42,0,1390,7.15,466,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
Latur,524,483.11,0,0,0,1784.04,2484.27,985.32,350.91,182.61,108.14,67.96,43.24,30.25,23.13,18.95,13.77,13.19,11.72,19.82,13.25,5.78,6.54,9.11,7.4,6.63,4.16,4.93,3.14,3.41,0.76,4.67,3.91,3.41,1.53,2.38,0.76,1.79,1.7,4.16,2.38,0,3.23,1.61,2.46,1.61,1.79,0.76,0.76,0.85,0,1.71,1.61,2.29,0,2.38,0.76,1.61,2.38,1.61,3.49,0.76,2.29,2.29,2.46,52896.52,37829452079,1.22,0,0,0,0,0.59,0.73,0.88,0,0,0,1.05,6610,133,1.26,0,3.24,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
Lawangtlai,287,1965.12,0,0,0,6.99,15.17,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741.75,160950127.7,0,0,1070,0,0,20.6,0,0,868,1.34,0,0.18,2.71,0,29,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
Lohardaga,356,1270.16,0,0,0,8.45,134.2,31.2,14.7,6.33,8.47,2.3,2.3,5.6,3.04,0.82,3.86,2.39,0.82,1.48,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8787.15,1440692119,0,0,0,0,74,74.4,3.52,0.77,312,1.21,0.46,0,922,4.66,104,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Lohit,259,3714.94,0,0,1.16,76.93,60.73,27.73,3.97,1.51,0,2.43,1.2,0.88,0.72,0,0,0.75,0.44,0.26,0.67,0,0,0,0,0,0.03,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2081.2,920110727.5,2.83,86.9,0,0.19,2.14,1130,12.3,23.8,305,37.1,94.5,36.9,138,2.63,404,0.47,0.89,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
Longleng,268,537.89,0,0,0,23.02,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730.69,109648051,0,0,463,0,0.45,26.5,0,0,56.1,0.58,0,0.16,0.35,0,17.1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
Lower Dibang Valley,258,5667.12,0,0,2.99,8.39,9.73,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.84,95943341.36,10.5,286,877,0.24,1.57,3350,5.82,80.1,232,16.8,392,19.9,109,2.96,278,24.6,1.82,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
Lower Subansiri,255,2380.05,0,0,0.8,33.37,31.49,8.82,8.13,6.38,1.6,0.01,0,0.93,1.59,1.68,0,0.61,0.72,0.32,1.49,0.72,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151.6,604364676.8,0,74.2,1200,0.7,0.42,1150,3.9,0.03,29.3,0,1.36,10.2,9.96,0,5.78,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0
Lucknow,157,124.42,0,0,0,207,377.76,212.61,163.51,161.14,120.66,93.88,62.45,63.8,49.09,50.45,41.24,32.05,35.15,30.73,25.21,21.07,18.43,26.05,18.49,16.82,20.33,8.95,13.48,9.19,10.57,6.96,11.45,11.78,10.1,9.04,6.62,13.24,7.6,5.37,8.95,3.68,8.82,6.64,7.21,5.28,9.18,6.41,9.84,6.25,8.57,3.22,6.73,10.26,11.12,10.09,6.24,9.3,13.69,6.73,20.95,16.73,22.97,39.56,183.96,161433.98,46122166821,0,0,0,0,0,1.13,0.47,1.57,0.19,0,0,0,2310,186,39.5,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
Ludhiana,41,0,0,0,0,0,1.39,26.55,97.27,182.98,285.63,318.19,370.61,309.53,275.94,255.5,165.7,123.06,86.74,84.77,79.36,71.81,52.45,42.02,41.38,29.79,38.41,36.49,33.34,21.11,18.66,20.48,26.68,18.11,23.14,25.08,19.14,9.96,20.13,11.56,12.18,15.58,11.02,15.56,9.86,8.63,5.16,9.41,5.98,7.65,9.79,6.39,8.47,9.66,13.63,3.4,11.15,6.66,15.13,8.07,14.79,4.39,14.48,22.19,112.58,159216.82,66666496140,0,0,0,0,0,0,0,0.46,0,0,0.23,0,3400,185,3.79,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
Lunglei,286,4428.27,0,0,0,22.68,19.88,13.04,11.32,10.41,3.96,4.7,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091.84,538119570.8,0,0,3890,0,0,44.3,0,0,565,0.82,0,0.23,1.95,0,17.3,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
Madhepura,213,1514.39,0,0,0,6.2,171.15,58.6,38.4,12.43,7.75,4.04,2.35,2.34,3.06,2.26,2.34,1.62,3.06,0.81,1.62,2.26,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10045.65,2057022673,0,0,0,0,0,0,0.23,2.14,0,0,1.07,0,1300,5.05,523,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
Madhubani,207,2706.82,0,0,0,55.82,414.94,133.49,56.97,24.66,9.91,10.33,4.46,3.94,3.22,0,2.97,1.45,0.8,4.5,0,1.53,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11080.7,4271018983,0,0,0,0,0,0,0.22,4.89,0,0,2.28,0,3260,42.6,132,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
Madurai,623,179.09,0,0,0,136.2,306.89,689.22,589.49,447.38,259.69,208.68,154.07,98.06,72.69,58.93,43.46,35.26,36.83,18.51,21.61,21.35,15.17,11.83,17.55,16.05,11.27,18.7,7.49,11.64,7.66,9.25,10.05,10.04,7.67,7.77,5.12,5.82,10.22,5.81,0.98,3.45,4.14,3.35,4.23,4.93,1.86,4.05,4.05,4.93,2.56,5.64,3.35,3.53,0.79,2.55,4.14,4.14,7.4,1.59,4.41,5.3,7.34,19.13,21.68,101632.86,38376501295,0,0,38,0,8.74,58.1,0.23,0.24,94.8,4.88,2.38,0.78,1430,105,1950,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
Mahamaya Nagar,144,71.47,0,0,0,0,67.63,237.57,236.29,188.1,175.9,150.33,119.38,72.77,87.73,84.74,58.15,38.26,26.32,14.35,16.32,13.96,11.52,8.61,7.71,2.96,5.42,5.89,6.04,8.98,3.02,2.14,4.37,3.02,3.74,0.71,0.8,2.31,3.82,4.54,1.43,2.31,0.72,3.19,0,0,1.68,0.79,0.79,1.59,2.38,0,1.51,0,0.79,1.51,0.72,1.43,0.72,2.15,0,0,0,0,0,93762.2,18780170024,0,0,0,0,0,0,0.24,0.42,0,0,1.66,0,1710,21.4,30,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
Maharajganj,187,2200.63,0,0,0,164.68,347.97,87.06,30.81,17.88,11.95,4.55,3.04,1.52,5.98,0,0.72,2.31,1.68,0.8,1.52,2.15,1.6,0.8,1.52,0.89,1.68,0,0,3.19,0,0.72,0.8,1.44,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12470.32,4080111239,0,0,9.74,0,1.39,256,0,4.25,34.8,0.97,2.91,4.72,2560,5.61,13.7,0,1.19,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
Mahasamund,411,1977.12,0,0,0,461.69,1240.41,449.9,191.96,107.01,70.05,47.87,30.49,18.15,18.43,16.63,14.12,10.94,9.53,8.61,6.52,4.67,8.87,3.84,5.51,2.51,4.01,1.59,2.51,2.51,0.93,1.59,0,1.76,1.5,0,0.75,0.75,0,1.67,0,0,1.5,1.59,0.84,0,0,0,0.84,0,0.75,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,34048.5,17366969405,3.28,0,0,0,5.48,215,3.84,5.81,836,3.6,5.4,0.36,2230,4.33,1410,0,2.81,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Mahbubnagar,538,2280.12,0,0,0,317.39,1722.03,3020.12,3186.73,2562.28,1675.76,972.3,725.3,433.6,299.58,203.28,142.59,117.22,114.74,61.27,60.28,57.09,55.94,31.97,35.93,33.19,19.25,22.58,23.66,18.22,16.47,14.68,9.87,11,17.57,12.24,10.23,9.18,9.85,6.61,5.56,0,6.34,7.54,3.26,5.75,4.98,4.8,4.9,3.27,0.86,2.4,4.2,1.81,3.25,3.17,1.54,0.77,0.95,0.77,2.4,2.57,0.86,1.54,0,71562.6,138000000000,117,0,0.46,0,19,429,29.2,61.9,900,7.53,69.6,8.5,15100,56.2,1550,0,5.62,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
Mahe,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.61,0.48,1.2,0,2.52,3.09,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204748.63,207225684.6,0.06,0,2.21,0,0,0.85,0,0,4.02,0.29,0,0.64,1.02,0,0.76,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
Mahendragarh,84,7.12,0,0,0,5.83,28.72,57.93,117.2,161.48,258.94,259.91,231.43,205.26,158.31,125.8,80.84,39.08,37.12,25.08,13.28,10.76,12.19,7.67,7.52,9.1,6.1,6.17,3.08,4.59,3.72,3.81,3.08,2.29,5.31,0.79,3.17,0.71,1.5,0,1.58,2.21,2.13,2.3,0.79,3.01,1.42,0,3.01,0.79,0,0,1.59,1.42,0,0.79,2.14,0,0.79,0.79,0,0,0,0,0,104898.47,23048196005,0,0,0,0,0,0,0,0.38,0,0,0,0,1910,17.2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
Mahesana,471,80.89,0,0,0,92.46,798.91,909.8,725.9,475.75,312.52,184.77,125.44,115.14,77.83,65.11,43.87,39.68,36.29,36.67,26.9,19.47,18.65,20.07,22.56,12.32,11.92,11.77,11.58,14.79,7.98,4.08,11.35,6.9,6.9,7.19,4.36,4.84,5.25,2.22,4.6,5.9,2.3,5.43,3.21,0.82,4.76,3.22,5.96,0.74,0,1.48,0,1.57,1.56,5.59,2.3,0.82,1.65,0.74,0.74,3.95,1.56,3.2,0,81665.33,39522226928,1.01,0,0,0,0,0,0.73,3.29,0,0,0.23,0,4330,42.4,39.8,0,1.44,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0
Mahoba,169,2020.82,0,0,0.81,274.65,241.22,97.14,55.86,29.59,26.68,18.63,13.85,8.84,4.7,9.88,3.51,5.26,7.23,1.63,3.81,4.74,6.07,1.46,4.06,1.54,2.93,3.64,3.81,0,2.52,0.73,0.73,1.46,1.54,0.73,1.54,0.73,0.73,0.81,0.81,0.73,0.73,0,0.73,0.73,1.62,0,0.81,0.81,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,19261.12,6146519901,1.85,0,0,0,0.85,0.59,3.45,0.76,11.8,0.18,1.78,1.73,2810,19.8,14.6,0,1.82,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
Mainpuri,148,1830.96,0,0,0,230.87,318.54,96.16,44.06,35.7,14.67,15.24,11.43,12.85,7.4,5.72,6.05,1.6,7.76,1.44,2.87,1.59,2.56,1.51,2.23,3.03,2.25,2.95,2.23,1.52,0.67,3.14,0.8,0.89,0,1.44,3.29,3.2,1.42,2.61,0.72,2.31,0.72,0.2,0,0,1.51,0.72,0.8,2.23,1.44,0.72,0,1.51,0.72,0.8,1.51,0,0.8,1.51,0.89,0,0,0,0,22223.71,6771099298,0,0,0,0,0,0,0,0,0,0,0,0,2670,25.8,0.23,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
Malappuram,592,752.36,0,0,0,122.38,228.8,400.42,405.26,456.32,373.2,260.97,174.45,111.65,67.19,54.42,39.29,23.83,19.4,17.95,15.21,14.68,9.06,5.16,6.59,2.73,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66206.85,24203160487,18.8,0,938,0.41,3.6,73.4,1.68,0,1680,2.51,1.56,50.2,384,11.3,397,0,0.22,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
Maldah,332,1768.64,0,0,0,78.1,848.54,359.3,160.83,104.78,50.82,44.12,31.55,23.99,19.82,9.88,8.98,6.42,7.77,3.91,6.96,5.54,3.1,4.55,4.64,3.01,1.54,3.17,0.81,0.81,0.73,1.62,2.27,0,0.81,0.73,3.74,0.73,0.9,2.27,0,0.73,2.36,0,0.9,0.73,0.9,1.54,1.62,0.81,1.62,0,0.81,1.62,2.44,0,0.73,0,0,1.46,1.46,2.19,0.73,0,0,33600.01,13411812139,44.6,0,0,0,0,2.19,3.21,16.7,5.06,0.18,25.4,6.22,3430,24,20.1,0,19.2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Malkangiri,399,5499.89,0,0,0,49.59,138.6,60.65,14.29,13.87,4.67,7.4,6.47,5.11,4,4.76,4,3.32,1.61,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3250.85,2003051260,57.1,0,2.4,0,110,237,1.35,1.42,3270,108,2.13,66.4,286,0.66,1680,0,2.32,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
Mamit,281,2982.73,0,0,0,27.3,20.76,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702.93,234093960.3,0,0,2490,0,2.19,8.47,0,0,501,0.41,0,0,0,0.66,32.8,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
Mandla,454,6629.48,0,0,0,199.79,312.22,132.91,86.73,36.42,28.05,25.1,20.28,18.58,9.67,4.55,5.64,2.98,5.54,0.83,1.65,1.49,0.74,0.83,0.74,3.98,0,0.92,0,3.23,1.57,0,0.83,0.92,0,0.83,0.83,0,0.83,2.4,1.57,0,0.83,0,0,0,0.74,0.74,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7633.54,6270822133,54,0.23,1.56,0,532,746,21.8,9.8,4960,2.69,5.91,6.46,837,10,354,0,6.32,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Mandsaur,433,2913.13,0,0,0,159.37,1190.89,679.9,333.67,164.26,60.26,31.98,17.25,11.69,5.65,11.24,3.03,2.05,0.74,0.32,2.94,3.03,3.93,3.71,2.37,1.64,0.74,2.21,0.74,1.47,0.08,0.73,3.2,1,1.64,0.78,1.65,2.42,0.74,0,1.47,0.91,0.83,0.74,1.64,0.91,0,0,1.64,0.82,2.45,0.82,0.82,0,0.74,0.82,0,0.74,1.47,0,1.47,0.74,0.74,0.74,0,28615.9,17778055754,99.1,0.46,0,0,0.46,3.87,8.19,78.9,145,0,141,3,4870,42.6,247,0,1.53,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Mandya,573,48.3,0,0,0,54.71,629.91,946.25,738.08,697.38,542.15,351.17,204.3,119.17,90.7,70.29,62.52,50.36,39.58,26.76,25.27,25.67,22.43,20.24,16.38,10.58,10.12,11.61,12.59,10.99,8.19,11.54,8.79,6.73,6.81,1.57,4.5,4.2,1.75,1.66,5.07,3.44,2.45,4,3.23,2.45,5.59,1.76,0.87,2.53,1.84,0,1.73,3.32,2.44,2.44,0.87,2.45,3.96,0,0.64,1.77,0.97,0,0,88272.92,45021827889,20.6,0,0.22,0,0.65,8.16,2.53,0.41,71.6,8.19,39.7,16.5,2000,18.5,2760,0,0.25,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
Mansa,47,0,0,0,0,0,5.29,36.74,109.44,217.19,346.47,366.49,293.79,221.72,154.65,93.69,72.83,42.41,36.96,30.3,16.51,19.85,11.53,14.82,11.82,9.72,9.17,5.75,7.47,4.43,9.81,2.18,3.03,5.21,6,6.53,2.1,2.18,1.48,3.82,1.55,0.7,2.18,1.4,1.48,2.25,2.18,1.64,3.03,2.1,0.7,0.86,0.7,0.86,2.18,1.48,1.48,0.7,0,1.48,0.78,0,0,0,0,105428.91,26983837709,0,0,0,0,0,0,0,0.42,0,0,0,0,2200,14.6,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
Marigaon,304,1060.56,0,0,0,122.46,181.8,71.83,29.16,13.42,10.06,10.39,10.96,6.12,4.5,5.39,3.86,4.92,4.51,0.72,1.53,2.98,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17293.57,2993919769,44,0,17.7,0,0,27.9,1.26,37.6,98.5,3.12,59.2,29.7,971,2.6,231,0,21.9,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
Mathura,145,681.49,0,0,0,20.26,482.47,463.08,385.83,262.93,176.39,99,91.56,64.03,57.19,56.57,40.45,47.8,28.67,29.3,25.96,13.59,17.26,12.24,19.36,13.35,14.43,12.65,11.9,8.44,5.62,2.94,7.31,6.13,7.31,5.33,8.52,8.28,5.17,6.12,7.64,6.93,4.53,3.82,5.17,3.1,5.33,5.17,9.15,6.92,9.25,6.21,4.46,2.94,5.42,4.78,8.6,5.59,4.78,4.7,7.72,6.6,6.85,8.03,11.46,83983.05,31907412579,0,0,0,0,0,0,0,0,0,0,0,0,3250,99.7,0.61,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
Mau,192,207.94,0,0,0,140.08,358.34,283.17,237.07,124.23,100.66,56.3,28.51,18.26,21.52,12.49,11.08,10.24,2.44,12.11,8.24,3.78,4.43,3.2,3.79,4.59,2.18,3.11,0.73,2.18,3.22,1.53,0.81,2.18,0.81,1.45,0,0,1.62,1.62,0.73,2.18,1.62,1.61,2.34,0.81,0,0.81,1.7,0.81,1.61,1.53,0.73,1.53,1.45,0.73,0,0,0,0,0,0,0,0,0,62958.24,11920106924,0.23,0.19,0,0,0,0.23,0,7.74,0,0,13.4,4.04,1640,23.2,0.42,0,1.84,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
Mayurbhanj,376,8896.66,0,0,0,19.58,911.46,270.49,86.02,43.79,26.39,24.72,11.47,16.45,11.99,9.74,10.56,7.89,7.32,6.06,4.07,3.07,1.58,4.74,5.65,3.9,2.41,1.75,0,3.98,0.83,3.9,3.07,0.75,1.5,3.25,0.83,0,0,1.5,0,0.83,1.58,1.58,0,0,0,0,0.75,2.33,2.24,0,0.83,0.92,0,0.83,0.83,2.33,0,0.75,0.75,0,0,0,0,9630.8,10872244379,2.17,0,603,0,257,1240,4.06,7.41,2330,27.4,5.47,4.12,2030,4.43,3900,0,2.81,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
Medak,535,18.06,0,0,0,139.64,484.93,1036.08,1379.92,1595.7,1267.29,982.3,683.52,373.2,263.99,243.43,166.77,138.02,129.65,99.2,88.47,79.25,50.34,53.91,33.14,29.28,30.85,27.85,30.43,24.17,17.04,16.23,21.92,17.32,18.96,13.21,8.81,9.81,9.72,14.61,11.93,7.43,9.66,4.07,5.99,4.88,6.48,9.05,6.66,5.54,5.22,5.3,5.63,9.46,5.55,1.72,6.41,5.63,3.23,9.55,6.04,5.07,3.28,15,5.15,100379.25,104000000000,70.5,0,0,0,1.58,43.2,6.83,1.23,49.6,3.22,0.23,15.2,8160,118,1290,0,4.09,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
Meerut,138,705.54,0,0,0,65.94,317.76,362.17,265.21,167.83,110.71,53.06,41.83,38.44,33.28,23.91,21.49,16.09,22.53,12.27,15.38,15.75,18.42,12.47,3.37,9.88,4.97,13.24,13.26,6.29,5.49,7.47,6.04,8.56,8,5.18,2.9,3.94,3.83,3.85,5.34,3.85,5.18,3.61,3.06,5.18,4.31,5.42,4.64,2.98,4.47,5.97,6.21,3.85,2.2,6.67,5.34,5.96,5.65,9.12,7.3,10.68,9.58,17.82,42.25,87779.07,26327085849,0,0,0,0,0,1.72,0.23,12,0.18,0,1.65,0.65,2360,176,61.7,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
Mewat,87,85.43,0,0,0,2.22,171.53,270.48,184.18,154.07,75.3,56.75,39.66,45.51,35.03,33.44,45.61,33.36,24.05,31.6,36.43,27.33,19.98,11.59,13.22,9.05,5.27,3.67,5.93,11.17,4.27,4.86,2.69,4.98,1.32,2.54,1.17,2.66,0.7,2.21,0.89,1.66,0.85,1.34,0.72,0,0,0.12,0.04,0.23,0,0,0.79,0.59,0,0.32,0,0,0,0,0.17,0.05,0,0,0,88302.75,14724499964,0,0,0,0,0,0,0.47,0.23,0.42,0,0.19,0,1450,11,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
Mirzapur,199,3238.49,0,0,0,417.39,375.43,137.84,68.08,51.85,23.9,22.55,14.61,18.34,13.23,8.43,3.97,9.37,8.13,8.44,3.41,9.56,3.27,4.45,3.4,4.07,1.82,5.44,4.07,2.19,4.79,2.35,1.62,3.81,3,2.27,3.73,0.73,1.54,1.46,3.65,2.27,1.46,0.81,0.73,0.81,0.81,0,0,1.54,1.63,1.54,1.46,3.17,0,0.81,0,0,1.54,0.81,1.54,0.73,0,0,0,19749.37,9874372155,12.2,0,0,0,2.31,0.18,3.66,45.4,185,0,94.7,0.41,4020,36.4,104,0,6.35,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0
